"Lobbyist","Lobbyist Type","Client","Report Type","Filing Date"
"Phillips Land Law, Inc.","Contract","Ose Properties","1st Quarter 2012","04/18/12"
"Rasmusson Public Affairs","Contract","Buta Singh","1st Quarter 2012","04/16/12"
"Rasmusson Public Affairs","Contract","CBS Outdoor","1st Quarter 2012","04/16/12"
"Rasmusson Public Affairs","Contract","LPS Asset  Management Solutions, Inc.","1st Quarter 2012","04/16/12"
"Rasmusson Public Affairs","Contract","Saca Development","1st Quarter 2012","04/16/12"
"Rasmusson Public Affairs","Contract","Sacramento Association of Realtors","1st Quarter 2012","04/16/12"
"Rasmusson Public Affairs","Contract","Tooley Oil Company","1st Quarter 2012","04/16/12"
"Rental Housing Association of Sacramento Valley","Business/ Organization","N/A","1st Quarter 2012","04/11/12"
"Revell Communications","Contract","Sacramento Independent Taxi Owners Association","1st Quarter 2012","04/12/12"
"Revell Communications","Contract","American Promotional Events, Inc, (aka TNT Fireworks)","1st Quarter 2012","04/12/12"
"Taylor & Wiley","Contract","AKT Development","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Gurjeet Hundal","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","John Manikas","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Johnny Javanifard","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Kevin Terry / 500 Richards","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Meer Capital Partners","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Opus West Corporation","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","St. Anton","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Stonebridge/Teichert","1st Quarter 2012","04/17/12"
"Taylor & Wiley","Contract","Venatus","1st Quarter 2012","04/17/12"
"MMS Stratagies","Contract","Republic Services","1st Quarter 2012 Initial","04/10/12"
"Thomas Law Group","Contract","455 Capitol Mall","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Alleghaney Properties, LLC","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Capitol Station 65","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Clear Channel","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Integral Communities","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","NBA","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Nestle Waters of North America","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Petco","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Priority Parking","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Ranch Capital","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Riverview Investments","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","The Evergreen Company","1st Quarter 2012 Initial","04/12/12"
"Thomas Law Group","Contract","Zaremba Group LLC","1st Quarter 2012 Initial","04/12/12"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","1st Quarter 2013","04/17/13"
"California Capitol Solutions/Max Del Real","Contract","Alternative Medical Center","1st Quarter 2013","04/17/13"
"California Capitol Solutions/Max Del Real","Contract","Midtown Independent Alternative","1st Quarter 2013","04/17/13"
"Holloway Land Company","Contract","21st & I, LLC","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","7-Eleven, Inc.","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Brothers Development","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Compass Commercial","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Evergreen Development Co./Dollar General Stores","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Foothill Partners","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Hugs Dispensary","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Lend Lease","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Mueller Pet Hospital","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Pacific Housing","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","PC & F","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Sisler and Sisler","1st Quarter 2013","04/10/13"
"Holloway Land Company","Contract","Taylor and Wiley","1st Quarter 2013","04/10/13"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Armour Steel Company","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Fritz Brown","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Hart Enterprises, L.P.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","KB Home","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek, LLC; Natomas Meadows, LLC; Commerce Station, LLC; East Commerce Parkway, LLC; and Natomas Towne Center, LLC)","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Lennar Winncrest, LLC","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corp.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI, L.P.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Panatonni Development Company","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino-Natomas, LLC","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Regent Development, Inc.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Schetter Electric Company, Inc.","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Shea Homes","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","Signature Healthcare Services, LLC","1st Quarter 2013","04/11/13"
"Law Offices of Gregory D. Thatch","Contract","TIAA-CREF","1st Quarter 2013","04/11/13"
"Law Offices of Richard H. Hyde","Contract","13th and I Associates","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","California Fairs Financing Authority dba California Construction","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","GMA Investors","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","Lucas Enterprises","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","Sotiris K. Kolkotronis dba SKK Development Company","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","Township 9 (Fomerly known as Capitol Station 65, LLC)","1st Quarter 2013","04/10/13"
"Law Offices of Richard H. Hyde","Contract","Z Gallerie","1st Quarter 2013","04/10/13"
"Lo Duca & Avdis, LLP","Contract","Integral Communities","1st Quarter 2013","04/17/13"
"Pacific Advocacy Group","Contract","Air Conditioning Trade Assn","1st Quarter 2013","04/18/13"
"Pacific Advocacy Group","Contract","PHCC of California","1st Quarter 2013","04/18/13"
"Pacific Advocacy Group","Contract","WECA-IEC","1st Quarter 2013","04/18/13"
"Pacific Investment Management Company","Business/ Organization","N/A","1st Quarter 2013","04/10/13"
"Phillips Land Law, Inc.","Contract","Ose Properties","1st Quarter 2013","04/18/13"
"Rasmusson Public Affairs","Contract","CBS Outdoor","1st Quarter 2013","04/16/13"
"Rasmusson Public Affairs","Contract","LPS Asset  Management Solutions, Inc.","1st Quarter 2013","04/16/13"
"Rasmusson Public Affairs","Contract","Sacramento Association of Realtors","1st Quarter 2013","04/16/13"
"Rasmusson Public Affairs","Contract","Saca Development","1st Quarter 2013","04/16/13"
"Rasmusson Public Affairs","Contract","Tooley Oil Company","1st Quarter 2013","04/16/13"
"Rental Housing Association of Sacramento Valley","Business/ Organization","N/A","1st Quarter 2013","04/09/13"
"Revell Communications","Contract","Sacramento Independent Taxi Owners Association","1st Quarter 2013","04/08/13"
"Revell Communications","Contract","American Promotional Events, Inc, (aka TNT Fireworks)","1st Quarter 2013","04/08/13"
"Taylor & Wiley","Contract","AKT Development","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Gurjeet Hundal","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","John Manikas","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Johnny Javanifard","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Kevin Terry / 500 Richards","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Meer Capital Partners","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Opus West Corporation","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","St. Anton","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Stonebridge/Teichert","1st Quarter 2013","04/15/13"
"Taylor & Wiley","Contract","Venatus","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","455 Capitol Mall","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Alleghaney Properties, LLC","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Capitol Station 65","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Clear Channel","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Fountain Residential Partners","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Integral Communities","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","NBA","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Nestle Waters of North America","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Petco","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Priority Parking","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Ranch Capital","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Riverview Investments","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","The Evergreen Company","1st Quarter 2013","04/15/13"
"Thomas Law Group","Contract","Zaremba Group LLC","1st Quarter 2013","04/15/13"
"King Street Capital Management, L.P.","Business/ Organization","N/A","1st Quarter 2013 Initial","04/22/13"
"Best, Best & Krieger LLP","Contract","David S. Taylor Interests, Inc.","1st Quarter 2014","04/11/14"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","1st Quarter 2014","04/22/14"
"California Capitol Solutions/Max Del Real","Contract","Greenstone","1st Quarter 2014","04/22/14"
"California Capitol Solutions/Max Del Real","Contract","Hugs Alternative Care","1st Quarter 2014","04/22/14"
"California Strategies & Advocacy, LLC","Contract","Haz Development, LLC","1st Quarter 2014","Waiting on Hard copy"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","7up Bottling Company","1st Quarter 2014","04/18/14"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","Campus Crest","1st Quarter 2014","04/18/14"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","JL Construction","1st Quarter 2014","04/18/14"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","New American Communities","1st Quarter 2014","04/18/14"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","Republic Services","1st Quarter 2014","04/18/14"
"Harrison, Temblador, Hungerford  & Johnson, LLP","Contract","West Coast Housing Partners/BHT II Parkebridge 531 (Delaware LLC)","1st Quarter 2014","04/18/14"
"Hefner, Stark & Marois, LLP","Contract","The Evergreen Company","1st Quarter 2014","04/04/14"
"Holloway Land Company","Contract","7-Eleven, Inc.","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","ABC Consulting","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Brothers Development","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Compass Commercial","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","DT Real Estate","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Evergreen Development/Dollar General Store","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Foothill Partners","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Hugs Dispensary","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Jensen Precast","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Lend Lease","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Northstar Hollistic","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Pacific Housing","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Saca Commercial","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Sisler and Sisler","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Taylor and Wiley","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Universal Service Recycling, Inc.","1st Quarter 2014","04/11/14"
"Holloway Land Company","Contract","Warwick Properties","1st Quarter 2014","04/11/14"
"King Street Capital Management, L.P.","Business/ Organization","N/A","1st Quarter 2014","04/09/14"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Armstrong Development Properties","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Fritz Brown","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek, LLC; Natomas Meadows, LLC; Commerce   Station LLC; East Commerce Parkway, LLC; and Natomas Towne Center, LLC)","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Lennar Winncrest, LLC","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corp.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI, L.P.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Panatonni Development Company","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino-Natomas, LLC","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Regent Development, Inc.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Schetter Electric Company, Inc.","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Signature Healthcare Services, LLC","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","Steve Gidaro 5G Cons., LLC/John Valensin","1st Quarter 2014","04/14/14"
"Law Offices of Gregory D. Thatch","Contract","TIAA-CREF","1st Quarter 2014","04/14/14"
"Law Offices of Richard H. Hyde","Contract","13th and I Associates","1st Quarter 2014","04/04/14"
"Law Offices of Richard H. Hyde","Contract","California Fairs Financing Authority dba California Construction","1st Quarter 2014","04/04/14"
"Law Offices of Richard H. Hyde","Contract","GMA Investors","1st Quarter 2014","04/04/14"
"Law Offices of Richard H. Hyde","Contract","Lucas Enterprises","1st Quarter 2014","04/04/14"
"Law Offices of Richard H. Hyde","Contract","Sotiris K. Kolkotronis dba SKK Dev. Comp.","1st Quarter 2014","04/04/14"
